Name,Gender,Game,Age,Age_range,Playable,Sexualization,Id,Species,Side,Relevance,Romantic_Interest,Game_Id,Title,Release,Series,Genre,Sub-genre,Developer,Publisher,Country,Platform,PEGI,Customizable_main,Protagonist,Protagonist_Non_Male,Relevant_males,Relevant_no_males,Percentage_non_male,Criteria,Director,Total_team,female_team,Team_percentage,Metacritic ,Destructoid,IGN,GameSpot,Avg_Reviews,Unnamed: 27,Sexualized_clothing,Trophy,Damsel in Distress,Sexualized Cutscenes,Total
Farah,Female,CODMW,27,Adult,1,0,CODMW_Farah,Human,P,PA,No,CODMW,Call of Duty: Modern Warfare,Oct-19,Call of Duty,Action,FPS,Infinity Ward,Activision,USA,Multi,18,No,3,1,5,1,17%,MS,M,11,0,0%,8.0,8.0,8.0,7.0,7.8,,0,0,0,0,0
Protagonist,Custom,PSS,Teenager,Teenager,1,0,PSS_Protagonist,Human,P,PA,No,PSS,Pokémon Sword/Shield,Nov-19,Pokémon,RPG,RPG,Game Freak,Nintendo,JPN,Nintendo Switch,7,Yes,1,1,4,5,56%,MS,M,9,1,11%,8.0,7.0,9.3,9.0,8.3,,0,0,0,0,0
Magnolia,Female,PSS,Elderly,Elderly,0,0,PSS_Magnolia,Human,P,SC,No,PSS,Pokémon Sword/Shield,Nov-19,Pokémon,RPG,RPG,Game Freak,Nintendo,JPN,Nintendo Switch,7,Yes,1,1,4,5,56%,MS,M,9,1,11%,8.0,7.0,9.3,9.0,8.3,,0,0,0,0,0
Sonia,Female,PSS,26,Adult,0,0,PSS_Sonia,Human,P,SC,No,PSS,Pokémon Sword/Shield,Nov-19,Pokémon,RPG,RPG,Game Freak,Nintendo,JPN,Nintendo Switch,7,Yes,1,1,4,5,56%,MS,M,9,1,11%,8.0,7.0,9.3,9.0,8.3,,0,0,0,0,0
Marnie,Female,PSS,Teenager,Teenager,0,0,PSS_Marnie,Human,B,MC,No,PSS,Pokémon Sword/Shield,Nov-19,Pokémon,RPG,RPG,Game Freak,Nintendo,JPN,Nintendo Switch,7,Yes,1,1,4,5,56%,MS,M,9,1,11%,8.0,7.0,9.3,9.0,8.3,,0,0,0,0,0
Oleana ,Female,PSS,Adult,Adult,0,0,PSS_Oleana,Human,A,SC,No,PSS,Pokémon Sword/Shield,Nov-19,Pokémon,RPG,RPG,Game Freak,Nintendo,JPN,Nintendo Switch,7,Yes,1,1,4,5,56%,MS,M,9,1,11%,8.0,7.0,9.3,9.0,8.3,,0,0,0,0,0
Peach,Female,SMO,Adult,Adult,0,2,SMO_Peach,Human,P,MC,Yes,SMO,Super Mario Odyssey,Oct-17,Super Mario,Action-adventure,Action-adventure,Nintendo EDP,Nintendo,JPN,Nintendo Switch,7,No,1,0,3,2,40%,SR,M,11,1,9%,9.7,9.5,10.0,10.0,9.8,,0,1,1,0,2
Zelda,Female,BOTW,17,Teenager,0,0,BOTW_Zelda,Human,P,DA,No,BOTW,The Legend of Zelda: Breath of the Wild,Mar-17,The Legend of Zelda,Action-adventure,Action-adventure,Nintendo EDP,Nintendo,JPN,Multi,12,No,1,0,13,5,28%,SR,M,8,0,0%,9.7,10.0,10.0,10.0,9.9,,0,0,0,0,0
Protagonist,Custom,PSM,11,Child,1,0,PSM_Protagonist,Human,P,PA,No,PSM,Pokémon Sun/Moon,Nov-16,Pokémon,RPG,RPG,Game Freak,Nintendo,JPN,Nintendo 3DS,7,Yes,1,1,4,3,43%,MS,M,12,0,0%,8.7,9.0,9.0,8.0,8.7,,0,0,0,0,0
Ciri,Female,TW3,21,Young adult,0,2,TW3_Ciri,Human,P,DA,No,TW3,The Witcher 3: Wild Hunt,May-15,The Witcher,RPG,Action RPG,CD Projeket Red,CD Projekt,POL,Multi,18,No,1,0,13,6,32%,SR,M,9,0,0%,9.0,8.0,9.3,10.0,9.1,,1,0,1,0,2
Clementine,Female,TWD,8,Child,0,0,TWD_Clementine,Human,P,DA,No,TWD,The Walking Dead,Apr-12,The Walking Dead,Adventure,Episodic adventure,Telltale Games,Telltale Games,USA,Multi,18,No,1,0,14,9,39%,SR,M,16,0,0%,8.5,8.6,9.3,8.5,8.7,,0,0,0,0,0
Frisk,Non-binary,UT,Teenager,Teenager,1,0,UT_Frisk,Human,P,PA,No,UT,Undertale,Sep-15,,RPG,RPG,Toby Fox,Toby Fox,USA,Multi,12,Non-Binary,1,1,6,5,45%,TR,M,2,1,50%,9.2,10.0,10.0,9.0,9.6,,0,0,0,0,0
Hunter,Custom,BB,Adult,Adult,1,0,BB_Hunter,Human,P,PA,No,BB,Bloodborne,Mar-15,,RPG,Action RPG,FromSoftware,Sony Computer Entertainment,JPN,PS4,16,Yes,1,1,3,2,40%,TR,M,5,0,0%,9.2,9.0,9.1,9.0,9.1,,0,0,0,0,0
Shield Knight,Female,SK,Adult,Adult,0,1,SK_Shield,Human,P,MC,Yes,SK,Shovel Knight: Shovel of Hope,Jun-14,,Action,Platform,Yacht Club Games,Yacht Club Games,USA,Multi,7,No,1,0,10,2,17%,TR,M,9,1,11%,8.8,9.0,9.0,8.0,8.7,,0,0,1,0,1
Ellie,Female,TLOU,14,Child,0,0,TLOU_Ellie,Human,P,DA,No,TLOU,The Last of Us,Jun-13,,Action-adventure,Action-adventure,Naughty Dog,Sony Computer Entertainment,USA,PS3,18,No,1,0,6,3,33%,TR,M,7,0,0%,9.5,10.0,10.0,8.0,9.4,,0,0,0,0,0
Elizabeth,Female,BSI,19,Young adult,0,0,BSI_Elizabeth,Human,P,DA,No,BSI,BioShock Infinite,Mar-13,BioShock,Action,FPS,Irrational Games,2K Games,USA,Multi,18,No,1,0,3,4,57%,TR,M,4,0,0%,9.4,10.0,9.5,9.0,9.5,,0,0,0,0,0
Traveler,Non-binary,JRN,Unknown,Unknown,1,1,JRN_Traveler,Humanoid,P,PA,No,JRN,Journey,Mar-12,,Adventure,Adventure,Thatgamecompany,Sony Computer Entertainment,USA,PS3,12,Non-Binary,1,1,0,4,100%,TR,M,7,1,14%,9.2,9.0,9.0,9.5,9.2,,0,0,1,0,1
Amanda,Female,GTAV,43,Middle-aged,0,3,GTAV_Amanda,Human,B,SC,Yes,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9.0,10.0,9.0,9.4,,1,1,0,1,3
Tracy,Female,GTAV,22,Young adult,0,3,GTAV_Tracy,Human,B,SC,No,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9.0,10.0,9.0,9.4,,1,0,1,1,3
Abigail Roberts,Female,RDR2,22,Young adult,0,0,RDR2_Abigail,Human,P,MC,No,RDR2,Red Dead Redemption 2,Dec-18,Red Dead,Action-adventure,Action-adventure,Rockstar Studios,Rockstar Games,USA,Multi,18,No,1,0,17,7,29%,SR,M,7,0,0%,9.7,9.5,10.0,9.0,9.6,,0,0,0,0,0
Karen Jons,Female,RDR2,25,Adult,0,0,RDR2_Karen,Human,P,SC,No,RDR2,Red Dead Redemption 2,Dec-18,Red Dead,Action-adventure,Action-adventure,Rockstar Studios,Rockstar Games,USA,Multi,18,No,1,0,17,7,29%,SR,M,7,0,0%,9.7,9.5,10.0,9.0,9.6,,0,0,0,0,0
Mary-Beth Gaskill,Female,RDR2,22,Young adult,0,0,RDR2_Mary-Beth,Human,P,SC,No,RDR2,Red Dead Redemption 2,Dec-18,Red Dead,Action-adventure,Action-adventure,Rockstar Studios,Rockstar Games,USA,Multi,18,No,1,0,17,7,29%,SR,M,7,0,0%,9.7,9.5,10.0,9.0,9.6,,0,0,0,0,0
Molly O'Shea,Female,RDR2,Young adult,Young adult,0,0,RDR2_Molly,Human,P,SC,No,RDR2,Red Dead Redemption 2,Dec-18,Red Dead,Action-adventure,Action-adventure,Rockstar Studios,Rockstar Games,USA,Multi,18,No,1,0,17,7,29%,SR,M,7,0,0%,9.7,9.5,10.0,9.0,9.6,,0,0,0,0,0
Sadie Adler,Female,RDR2,Adult,Adult,0,0,RDR2_Sadie,Human,P,SC,No,RDR2,Red Dead Redemption 2,Dec-18,Red Dead,Action-adventure,Action-adventure,Rockstar Studios,Rockstar Games,USA,Multi,18,No,1,0,17,7,29%,SR,M,7,0,0%,9.7,9.5,10.0,9.0,9.6,,0,0,0,0,0
Susan Grimshaw,Female,RDR2,54,Middle-aged,0,0,RDR2_Susan,Human,P,SC,No,RDR2,Red Dead Redemption 2,Dec-18,Red Dead,Action-adventure,Action-adventure,Rockstar Studios,Rockstar Games,USA,Multi,18,No,1,0,17,7,29%,SR,M,7,0,0%,9.7,9.5,10.0,9.0,9.6,,0,0,0,0,0
Tilly Jackson,Female,RDR2,Young adult,Young adult,0,0,RDR2_Tilly,Human,P,SC,No,RDR2,Red Dead Redemption 2,Dec-18,Red Dead,Action-adventure,Action-adventure,Rockstar Studios,Rockstar Games,USA,Multi,18,No,1,0,17,7,29%,SR,M,7,0,0%,9.7,9.5,10.0,9.0,9.6,,0,0,0,0,0
Tiara,Female,SMO,Unknown,Unknown,0,2,SMO_Tiara,Animated Object,P,SC,No,SMO,Super Mario Odyssey,Oct-17,Super Mario,Action-adventure,Action-adventure,Nintendo EDP,Nintendo,JPN,Nintendo Switch,7,No,1,0,3,2,40%,SR,M,11,1,9%,9.7,9.5,10.0,10.0,9.8,,0,1,1,0,2
Mipha,Female,BOTW,Young adult,Young adult,0,0,BOTW_Mipha,Humanoid,P,MC,No,BOTW,The Legend of Zelda: Breath of the Wild,Mar-17,The Legend of Zelda,Action-adventure,Action-adventure,Nintendo EDP,Nintendo,JPN,Multi,12,No,1,0,13,5,28%,SR,M,8,0,0%,9.7,10.0,10.0,10.0,9.9,,0,0,0,0,0
Urbosa,Female,BOTW,47,Middle-aged,0,1,BOTW_Urbosa,Human,P,MC,No,BOTW,The Legend of Zelda: Breath of the Wild,Mar-17,The Legend of Zelda,Action-adventure,Action-adventure,Nintendo EDP,Nintendo,JPN,Multi,12,No,1,0,13,5,28%,SR,M,8,0,0%,9.7,10.0,10.0,10.0,9.9,,1,0,0,0,1
Impa,Female,BOTW,120,Elderly,0,0,BOTW_Impa,Human,P,SC,No,BOTW,The Legend of Zelda: Breath of the Wild,Mar-17,The Legend of Zelda,Action-adventure,Action-adventure,Nintendo EDP,Nintendo,JPN,Multi,12,No,1,0,13,5,28%,SR,M,8,0,0%,9.7,10.0,10.0,10.0,9.9,,0,0,0,0,0
Riju,Female,BOTW,12,Child,0,1,BOTW_Riju,Human,P,SC,No,BOTW,The Legend of Zelda: Breath of the Wild,Mar-17,The Legend of Zelda,Action-adventure,Action-adventure,Nintendo EDP,Nintendo,JPN,Multi,12,No,1,0,13,5,28%,SR,M,8,0,0%,9.7,10.0,10.0,10.0,9.9,,1,0,0,0,1
Lillie,Female,PSM,11,Child,0,0,PSM_Lillie,Human,P,MC,No,PSM,Pokémon Sun/Moon,Nov-16,Pokémon,RPG,RPG,Game Freak,Nintendo,JPN,Nintendo 3DS,7,Yes,1,1,4,3,43%,MS,M,12,0,0%,8.7,9.0,9.0,8.0,8.7,,0,0,0,0,0
Lusamine,Female,PSM,41,Middle-aged,0,0,PSM_Lusamine,Human,A,MA,No,PSM,Pokémon Sun/Moon,Nov-16,Pokémon,RPG,RPG,Game Freak,Nintendo,JPN,Nintendo 3DS,7,Yes,1,1,4,3,43%,MS,M,12,0,0%,8.7,9.0,9.0,8.0,8.7,,0,0,0,0,0
Yennefer,Female,TW3,Adult,Adult,0,2,TW3_Yennefer,Human,P,MC,Yes,TW3,The Witcher 3: Wild Hunt,May-15,The Witcher,RPG,Action RPG,CD Projeket Red,CD Projekt,POL,Multi,18,No,1,0,13,6,32%,SR,M,9,0,0%,9.0,8.0,9.3,10.0,9.1,,1,0,0,1,2
Triss ,Female,TW3,Adult,Adult,0,2,TW3_Triss,Human,P,SC,Opt,TW3,The Witcher 3: Wild Hunt,May-15,The Witcher,RPG,Action RPG,CD Projeket Red,CD Projekt,POL,Multi,18,No,1,0,13,6,32%,SR,M,9,0,0%,9.0,8.0,9.3,10.0,9.1,,1,0,0,1,2
Keira Metz,Female,TW3,Adult,Adult,0,2,TW3_Keira,Human,P,SC,Opt,TW3,The Witcher 3: Wild Hunt,May-15,The Witcher,RPG,Action RPG,CD Projeket Red,CD Projekt,POL,Multi,18,No,1,0,13,6,32%,SR,M,9,0,0%,9.0,8.0,9.3,10.0,9.1,,1,0,0,1,2
Roach,Female,TW3,Unknown,Unknown,0,0,TW3_Roach,Animal,P,SK,No,TW3,The Witcher 3: Wild Hunt,May-15,The Witcher,RPG,Action RPG,CD Projeket Red,CD Projekt,POL,Multi,18,No,1,0,13,6,32%,SR,M,9,0,0%,9.0,8.0,9.3,10.0,9.1,,0,0,0,0,0
Crones,Female,TW3,Unknown,Unknown,0,0,TW3_Crones,Humanoid,A,SC,No,TW3,The Witcher 3: Wild Hunt,May-15,The Witcher,RPG,Action RPG,CD Projeket Red,CD Projekt,POL,Multi,18,No,1,0,13,6,32%,SR,M,9,0,0%,9.0,8.0,9.3,10.0,9.1,,0,0,0,0,0
Maya,Female,BL2,Adult,Adult,1,0,BL2_Maya,Human,P,PA,No,BL2,Borderlands 2,Sep-12,Borderlands,Action,FPS,Gearbox Software,2K Games,USA,Multi,18,No,4,1,8,4,33%,MS,M,7,0,0%,8.1,8.5,9.0,8.5,8.5,,0,0,0,0,0
Angel Guardian,Female,BL2,Adult,Adult,0,1,BL2_Angel,Human,B,MC,No,BL2,Borderlands 2,Sep-12,Borderlands,Action,FPS,Gearbox Software,2K Games,USA,Multi,18,No,4,1,8,4,33%,MS,M,7,0,0%,8.1,8.5,9.0,8.5,8.5,,0,0,1,0,1
Lilith,Female,BL2,Adult,Adult,0,0,BL2_Lilith,Human,P,MC,No,BL2,Borderlands 2,Sep-12,Borderlands,Action,FPS,Gearbox Software,2K Games,USA,Multi,18,No,4,1,8,4,33%,MS,M,7,0,0%,8.1,8.5,9.0,8.5,8.5,,0,0,0,0,0
Tannis,Female,BL2,Adult,Adult,0,0,BL2_Tannis,Human,P,SC,No,BL2,Borderlands 2,Sep-12,Borderlands,Action,FPS,Gearbox Software,2K Games,USA,Multi,18,No,4,1,8,4,33%,MS,M,7,0,0%,8.1,8.5,9.0,8.5,8.5,,0,0,0,0,0
Katja,Female,TWD,Middle-aged,Middle-aged,0,0,TWD_Katja,Human,P,SC,No,TWD,The Walking Dead,Apr-12,The Walking Dead,Adventure,Episodic adventure,Telltale Games,Telltale Games,USA,Multi,18,No,1,0,14,9,39%,SR,M,16,0,0%,8.5,8.6,9.3,8.5,8.7,,0,0,0,0,0
Carley,Female,TWD,Adult,Adult,0,0,TWD_Carley,Human,P,SC,No,TWD,The Walking Dead,Apr-12,The Walking Dead,Adventure,Episodic adventure,Telltale Games,Telltale Games,USA,Multi,18,No,1,0,14,9,39%,SR,M,16,0,0%,8.5,8.6,9.3,8.5,8.7,,0,0,0,0,0
Lilly,Female,TWD,Adult,Adult,0,0,TWD_Lilly,Human,B,MC,No,TWD,The Walking Dead,Apr-12,The Walking Dead,Adventure,Episodic adventure,Telltale Games,Telltale Games,USA,Multi,18,No,1,0,14,9,39%,SR,M,16,0,0%,8.5,8.6,9.3,8.5,8.7,,0,0,0,0,0
Brenda,Female,TWD,Adult,Adult,0,0,TWD_Brenda,Human,A,SC,No,TWD,The Walking Dead,Apr-12,The Walking Dead,Adventure,Episodic adventure,Telltale Games,Telltale Games,USA,Multi,18,No,1,0,14,9,39%,SR,M,16,0,0%,8.5,8.6,9.3,8.5,8.7,,0,0,0,0,0
Jolene,Female,TWD,Adult,Adult,0,0,TWD_Jolene,Human,B,SC,No,TWD,The Walking Dead,Apr-12,The Walking Dead,Adventure,Episodic adventure,Telltale Games,Telltale Games,USA,Multi,18,No,1,0,14,9,39%,SR,M,16,0,0%,8.5,8.6,9.3,8.5,8.7,,0,0,0,0,0
Molly,Female,TWD,Young adult,Young adult,0,0,TWD_Molly,Human,P,SC,No,TWD,The Walking Dead,Apr-12,The Walking Dead,Adventure,Episodic adventure,Telltale Games,Telltale Games,USA,Multi,18,No,1,0,14,9,39%,SR,M,16,0,0%,8.5,8.6,9.3,8.5,8.7,,0,0,0,0,0
Christa,Female,TWD,Adult,Adult,0,0,TWD_Christa,Human,P,SC,No,TWD,The Walking Dead,Apr-12,The Walking Dead,Adventure,Episodic adventure,Telltale Games,Telltale Games,USA,Multi,18,No,1,0,14,9,39%,SR,M,16,0,0%,8.5,8.6,9.3,8.5,8.7,,0,0,0,0,0
Brie,Female,TWD,Adult,Adult,0,0,TWD_Brie,Human,P,SC,No,TWD,The Walking Dead,Apr-12,The Walking Dead,Adventure,Episodic adventure,Telltale Games,Telltale Games,USA,Multi,18,No,1,0,14,9,39%,SR,M,16,0,0%,8.5,8.6,9.3,8.5,8.7,,0,0,0,0,0
Freya,Female,GOW,Adult,Adult,0,0,GOW_Freya,Human,P,MC,No,GOW,God of War,Apr-18,God of War,Action-adventure,Action-adventure,Santa Monica Studio,Sony Interactive Entertaiment,USA,Multi,18,No,1,0,6,1,14%,TR,M,9,1,11%,9.4,10.0,10.0,9.0,9.6,,0,0,0,0,0
Elena,Female,UC4,Adult,Adult,0,0,UC4_Elena,Human,P,SC,Yes,UC4,Uncharted 4: A Thief's End,May-16,Uncharted,Action-adventure,Action-adventure,Naughty Dog,Sony Computer Entertainment,USA,Multi,16,No,1,0,4,2,33%,TR,M,15,1,7%,9.3,9.5,9.0,10.0,9.5,,0,0,0,0,0
Nadine,Female,UC4,Adult,Adult,0,0,UC4_Nadine,Human,A,MC,No,UC4,Uncharted 4: A Thief's End,May-16,Uncharted,Action-adventure,Action-adventure,Naughty Dog,Sony Computer Entertainment,USA,Multi,16,No,1,0,4,2,33%,TR,M,15,1,7%,9.3,9.5,9.0,10.0,9.5,,0,0,0,0,0
Toriel,Female,UT,Adult,Adult,0,0,UT_Toriel,Humanoid,P,MC,No,UT,Undertale,Sep-15,,RPG,RPG,Toby Fox,Toby Fox,USA,Multi,12,Non-Binary,1,1,6,5,45%,TR,M,2,1,50%,9.2,10.0,10.0,9.0,9.6,,0,0,0,0,0
Undyne,Female,UT,Adult,Adult,0,0,UT_Undyne,Humanoid,B,MC,No,UT,Undertale,Sep-15,,RPG,RPG,Toby Fox,Toby Fox,USA,Multi,12,Non-Binary,1,1,6,5,45%,TR,M,2,1,50%,9.2,10.0,10.0,9.0,9.6,,0,0,0,0,0
Dr.Alphys,Female,UT,Adult,Adult,0,0,UT_Dr.Alphys,Humanoid,P,MC,No,UT,Undertale,Sep-15,,RPG,RPG,Toby Fox,Toby Fox,USA,Multi,12,Non-Binary,1,1,6,5,45%,TR,M,2,1,50%,9.2,10.0,10.0,9.0,9.6,,0,0,0,0,0
Chara,Non-binary,UT,Adult,Adult,0,0,UT_Chara,Human,P,SC,No,UT,Undertale,Sep-15,,RPG,RPG,Toby Fox,Toby Fox,USA,Multi,12,Non-Binary,1,1,6,5,45%,TR,M,2,1,50%,9.2,10.0,10.0,9.0,9.6,,0,0,0,0,0
Michael,Male,GTAV,48,Middle-aged,1,0,GTAV_Michael,Human,P,PA,No,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9.0,10.0,9.0,9.4,,0,0,0,0,0
Trevor,Male,GTAV,46,Middle-aged,1,0,GTAV_Trevor,Human,P,PA,No,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9.0,10.0,9.0,9.4,,0,0,0,0,0
Franklin,Male,GTAV,25,Adult,1,0,GTAV_Franklin,Human,P,PA,No,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9.0,10.0,9.0,9.4,,0,0,0,0,0
Jimmy,Male,GTAV,20,Young adult,0,0,GTAV_Jimmy,Human,P,SC,No,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9.0,10.0,9.0,9.4,,0,0,0,0,0
Lamar,Male,GTAV,26,Adult,0,0,GTAV_Lamar,Human,P,MC,No,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9.0,10.0,9.0,9.4,,0,0,0,0,0
Lester,Male,GTAV,Unknown,Unknown,0,0,GTAV_Lester,Human,P,SC,No,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9.0,10.0,9.0,9.4,,0,0,0,0,0
Devin,Male,GTAV,51,Middle-aged,0,0,GTAV_Devin,Human,A,MA,No,GTAV,Grand Theft Auto V,Nov-13,GTA,Action-adventure,Action-adventure,Rockstar North,Rockstar Games,GBR,Multi,18,No,3,0,9,2,18%,MS,M,7,0,0%,9.7,9.0,10.0,9.0,9.4,,0,0,0,0,0
