Name,Gender,Game,Age,Age_range,Playable,Sexualization,Id,Species,Side,Relevance,Romantic_Interest,Game_Id,Title,Release,Series,Genre,Sub-genre,Developer,Publisher,Country,Platform,PEGI,Customizable_main,Protagonist,Protagonist_Non_Male,Relevant_males,Relevant_no_males,Percentage_non_male,Criteria,Director,Total_team,female_team,Team_percentage,Metacritic ,Destructoid,IGN,GameSpot,Avg_Reviews,Unnamed: 27,Sexualized_clothing,Trophy,Damsel in Distress,Sexualized Cutscenes,Total
Cal,Male,IWATE,Teenager,Teenager,0,0,IWATE_Cal,Human,P,MC,Opt,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Anemone,Female,IWATE,Teenager,Teenager,0,0,IWATE_Anemone,Human,P,MC,Opt,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Dys,Male,IWATE,Teenager,Teenager,0,0,IWATE_Dys,Human,P,MC,Opt,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Marz,Female,IWATE,Teenager,Teenager,0,0,IWATE_Marz,Human,P,MC,Opt,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Rex,Male,IWATE,Teenager,Teenager,0,0,IWATE_Rex,Human,P,MC,Opt,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Tangent,Female,IWATE,Teenager,Teenager,0,0,IWATE_Tangent,Human,P,MC,Opt,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Vace,Male,IWATE,Teenager,Teenager,0,0,IWATE_Vace,Human,P,MC,Opt,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Nomi Nomi,Non-binary,IWATE,Teenager,Teenager,0,0,IWATE_Nomi,Human,P,MC,Opt,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Sym,Male,IWATE,Teenager,Teenager,0,0,IWATE_Sym,Human,P,MC,Opt,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Tammy,Female,IWATE,Teenager,Teenager,0,0,IWATE_Tammy,Human,P,MC,Opt,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Protagonist,Custom,IWATE,Teenager,Teenager,1,0,IWATE_Protagonist,Human,P,PA,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Flulu,Female,IWATE,Adult,Adult,0,0,IWATE_Flulu,Human,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Geranium,Male,IWATE,Adult,Adult,0,0,IWATE_Geranium,Human,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Eudicot,Female,IWATE,Elderly,Elderly,0,0,IWATE_Eudicot,Human,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Baculum,Male,IWATE,Adult,Adult,0,0,IWATE_Baculum,Human,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Instance,Female,IWATE,Middle-aged,Middle-aged,0,0,IWATE_Instance,Human,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Hal,Male,IWATE,Middle-aged,Middle-aged,0,0,IWATE_Hal,Human,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Tonin,Male,IWATE,Middle-aged,Middle-aged,0,0,IWATE_Tonin,Human,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Utopia,Female,IWATE,Adult,Adult,0,0,IWATE_Utopia,Human,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Rhett,Male,IWATE,Middle-aged,Middle-aged,0,0,IWATE_Rhett,Human,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Congruence,Female,IWATE,Middle-aged,Middle-aged,0,0,IWATE_Congruence,Robot,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Seeq,Non-binary,IWATE,Middle-aged,Middle-aged,0,0,IWATE_Seeq,Human,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Kom,Male,IWATE,Adult,Adult,0,0,IWATE_Kom,Human,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Nougat,Female,IWATE,Child,Child,0,0,IWATE_Nougat,Human,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Tirah,Female,IWATE,Adult,Adult,0,0,IWATE_Tirah,Human,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Al,Male,IWATE,Adult,Adult,0,0,IWATE_Al,Human,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Bernie,Male,IWATE,Adult,Adult,0,0,IWATE_Bernie,Human,P,SC,No,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,,,,8.9,,0,0,0,0,0
Marissa Marcel,Female,IMM,Adult,Adult,0,0,IMM_Marissa,Human,P,MC,No,IMM,Immortality,Aug-22,,Interactive Story,Interactive Story,Sam Barlow,Half Mermaid Productions,GBR,Multi,16,No,2,2,3,4,57%,TR,M,13,4,31%,8.8,9.0,8.0,8.0,8.5,,0,0,0,0,0
One,Non-binary,IMM,Unknown,Unknown,0,0,IMM_One,Unknown,P,PA,No,IMM,Immortality,Aug-22,,Interactive Story,Interactive Story,Sam Barlow,Half Mermaid Productions,GBR,Multi,16,No,2,2,3,4,57%,TR,M,13,4,31%,8.8,9.0,8.0,8.0,8.5,,0,0,0,0,0
Other One,Non-binary,IMM,Unknown,Unknown,0,0,IMM_Other,Unknown,P,PA,No,IMM,Immortality,Aug-22,,Interactive Story,Interactive Story,Sam Barlow,Half Mermaid Productions,GBR,Multi,16,No,2,2,3,4,57%,TR,M,13,4,31%,8.8,9.0,8.0,8.0,8.5,,0,0,0,0,0
John Durick,Male,IMM,Adult,Adult,0,0,IMM_John,Human,P,MC,No,IMM,Immortality,Aug-22,,Interactive Story,Interactive Story,Sam Barlow,Half Mermaid Productions,GBR,Multi,16,No,2,2,3,4,57%,TR,M,13,4,31%,8.8,9.0,8.0,8.0,8.5,,0,0,0,0,0
Arthur Fischer,Male,IMM,Adult,Adult,0,0,IMM_Arthur,Human,P,SC,No,IMM,Immortality,Aug-22,,Interactive Story,Interactive Story,Sam Barlow,Half Mermaid Productions,GBR,Multi,16,No,2,2,3,4,57%,TR,M,13,4,31%,8.8,9.0,8.0,8.0,8.5,,0,0,0,0,0
Carl Goodman,Male,IMM,Adult,Adult,0,0,IMM_Carl,Human,P,SC,No,IMM,Immortality,Aug-22,,Interactive Story,Interactive Story,Sam Barlow,Half Mermaid Productions,GBR,Multi,16,No,2,2,3,4,57%,TR,M,13,4,31%,8.8,9.0,8.0,8.0,8.5,,0,0,0,0,0
Amy Archer,Female,IMM,Adult,Adult,0,0,IMM_Amy,Human,P,SC,No,IMM,Immortality,Aug-22,,Interactive Story,Interactive Story,Sam Barlow,Half Mermaid Productions,GBR,Multi,16,No,2,2,3,4,57%,TR,M,13,4,31%,8.8,9.0,8.0,8.0,8.5,,0,0,0,0,0
Harrier Du Bois,Male,DEL,44,Middle-aged,1,0,DEL_Harrier,Human,P,PA,No,DEL,Disco Elysium,Oct-19,,RPG,RPG,ZA/UM,ZA/UM,GBR,Multi,18,No,1,0,2,1,33%,TR,M,2,0,0%,9.1,8.5,9.6,10.0,9.3,,0,0,0,0,0
Kim Kitsuragi,Male,DEL,43,Middle-aged,0,0,DEL_Kim,Human,P,DA,No,DEL,Disco Elysium,Oct-19,,RPG,RPG,ZA/UM,ZA/UM,GBR,Multi,18,No,1,0,2,1,33%,TR,M,2,0,0%,9.1,8.5,9.6,10.0,9.3,,0,0,0,0,0
Alice DeMettrie,Female,DEL,Adult,Adult,0,0,DEL_Alice,Human,P,SC,No,DEL,Disco Elysium,Oct-19,,RPG,RPG,ZA/UM,ZA/UM,GBR,Multi,18,No,1,0,2,1,33%,TR,M,2,0,0%,9.1,8.5,9.6,10.0,9.3,,0,0,0,0,0
Zagreus,Male,HA,Adult,Adult,1,0,HA_Zagreus,Human,P,PA,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Hades,Male,HA,Adult,Adult,0,0,HA_Hades,Human,A,MA,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Persephone,Female,HA,Adult,Adult,0,0,HA_Persephone,Human,P,MC,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Nyx,Female,HA,Adult,Adult,0,0,HA_Nyx,Human,P,MC,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Dionysus,Male,HA,Adult,Adult,0,0,HA_Dionysus,Human,P,MC,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Hermes,Male,HA,Adult,Adult,0,0,HA_Hermes,Human,P,MC,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Aphrodite,Female,HA,Adult,Adult,0,0,HA_Aphrodite,Human,P,MC,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Thanatos,Male,HA,Adult,Adult,0,0,HA_Thanatos,Human,P,MC,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Megaera,Female,HA,Adult,Adult,0,0,HA_Megaera,Human,P,MC,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Achilles,Male,HA,Adult,Adult,0,0,HA_Achilles,Human,P,MC,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Artemis,Female,HA,Adult,Adult,0,0,HA_Artemis,Human,P,MC,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Poseidon,Male,HA,Adult,Adult,0,0,HA_Poseidon,Human,P,MC,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Zeus,Male,HA,Adult,Adult,0,0,HA_Zeus,Human,P,MC,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Demeter,Female,HA,Adult,Adult,0,0,HA_Demeter,Human,P,MC,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Athena,Female,HA,Adult,Adult,0,0,HA_Athena,Human,P,MC,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Ares,Male,HA,Adult,Adult,0,0,HA_Ares,Human,P,MC,No,HA,Hades,Sep-21,,RPG,Action RPG,Supergiant Games,Supergiant Games,USA,Computer,12,No,1,0,9,7,44%,TR,M,10,2,20%,9.3,9.0,9.0,9.0,9.1,,0,0,0,0,0
Pizza,Non-binary,CACW,Unknown,Unknown,1,0,CACW_Pizza,Humanoid-Animal,P,PA,No,CACW,Chicory: A Colorful World,Jun-21,,Adventure,Adventure,Finji,Finji,USA,Multi,7,Non-Binary,1,1,0,3,100%,TR,M,3,2,67%,8.9,9.5,9.0,9.0,9.1,,0,0,0,0,0
Chicory,Female,CACW,Unknown,Unknown,0,0,CACW_Chicory,Humanoid-Animal,P,MC,No,CACW,Chicory: A Colorful World,Jun-21,,Adventure,Adventure,Finji,Finji,USA,Multi,7,Non-Binary,1,1,0,3,100%,TR,M,3,2,67%,8.9,9.5,9.0,9.0,9.1,,0,0,0,0,0
Blackberry,Female,CACW,Unknown,Unknown,0,0,CACW_Blackberry,Humanoid-Animal,P,MC,No,CACW,Chicory: A Colorful World,Jun-21,,Adventure,Adventure,Finji,Finji,USA,Multi,7,Non-Binary,1,1,0,3,100%,TR,M,3,2,67%,8.9,9.5,9.0,9.0,9.1,,0,0,0,0,0
Cody,Male,ITT,Adult,Adult,1,0,ITT_Cody,Human,P,PA,Yes,ITT,It Takes Two,Mar-21,,Action-adventure,Action-adventure,Hazelight Studios,EA,SWE,Multi,12,No,2,1,2,2,50%,TR,M,5,1,20%,8.9,,9.0,9.0,9.0,,0,0,0,0,0
May,Female,ITT,Adult,Adult,1,0,ITT_May,Human,P,PA,Yes,ITT,It Takes Two,Mar-21,,Action-adventure,Action-adventure,Hazelight Studios,EA,SWE,Multi,12,No,2,1,2,2,50%,TR,M,5,1,20%,8.9,,9.0,9.0,9.0,,0,0,0,0,0
Rose,Female,ITT,Child,Child,0,0,ITT_Rose,Human,P,MC,No,ITT,It Takes Two,Mar-21,,Action-adventure,Action-adventure,Hazelight Studios,EA,SWE,Multi,12,No,2,1,2,2,50%,TR,M,5,1,20%,8.9,,9.0,9.0,9.0,,0,0,0,0,0
Dr.Hakim,Male,ITT,Unknown,Unknown,0,0,ITT_Dr.Hakim,Animated Object,P,MC,No,ITT,It Takes Two,Mar-21,,Action-adventure,Action-adventure,Hazelight Studios,EA,SWE,Multi,12,No,2,1,2,2,50%,TR,M,5,1,20%,8.9,,9.0,9.0,9.0,,0,0,0,0,0
Ellie,Female,TLOU2,19,Young adult,1,0,TLOU2_Ellie,Human,B,PA,No,TLOU2,The Last of Us Part II,Jun-20,,Action-adventure,Action-adventure,Naughty Dog,Sony Interactive Entertaiment,USA,PS4,18,No,2,2,6,5,45%,TR,M,11,2,18%,9.3,8.5,10.0,8.0,9.0,,0,0,0,0,0
Abby,Female,TLOU2,20,Young adult,1,0,TLOU2_Abby,Human,B,PA,No,TLOU2,The Last of Us Part II,Jun-20,,Action-adventure,Action-adventure,Naughty Dog,Sony Interactive Entertaiment,USA,PS4,18,No,2,2,6,5,45%,TR,M,11,2,18%,9.3,8.5,10.0,8.0,9.0,,0,0,0,0,0
Joel,Male,TLOU2,57,Middle-aged,0,0,TLOU2_Joel,Human,B,MC,No,TLOU2,The Last of Us Part II,Jun-20,,Action-adventure,Action-adventure,Naughty Dog,Sony Interactive Entertaiment,USA,PS4,18,No,2,2,6,5,45%,TR,M,11,2,18%,9.3,8.5,10.0,8.0,9.0,,0,0,0,0,0
Tommy,Male,TLOU2,Middle-aged,Middle-aged,0,0,TLOU2_Tommy,Human,B,MC,No,TLOU2,The Last of Us Part II,Jun-20,,Action-adventure,Action-adventure,Naughty Dog,Sony Interactive Entertaiment,USA,PS4,18,No,2,2,6,5,45%,TR,M,11,2,18%,9.3,8.5,10.0,8.0,9.0,,0,0,0,0,0
Dina,Female,TLOU2,Young adult,Young adult,0,0,TLOU2_Dina,Human,B,MC,Yes,TLOU2,The Last of Us Part II,Jun-20,,Action-adventure,Action-adventure,Naughty Dog,Sony Interactive Entertaiment,USA,PS4,18,No,2,2,6,5,45%,TR,M,11,2,18%,9.3,8.5,10.0,8.0,9.0,,0,0,0,0,0
Jesse,Male,TLOU2,Young adult,Young adult,0,0,TLOU2_Jesse,Human,B,MC,No,TLOU2,The Last of Us Part II,Jun-20,,Action-adventure,Action-adventure,Naughty Dog,Sony Interactive Entertaiment,USA,PS4,18,No,2,2,6,5,45%,TR,M,11,2,18%,9.3,8.5,10.0,8.0,9.0,,0,0,0,0,0
Lev,Male,TLOU2,13,Child,0,0,TLOU2_Lev,Human,B,SC,No,TLOU2,The Last of Us Part II,Jun-20,,Action-adventure,Action-adventure,Naughty Dog,Sony Interactive Entertaiment,USA,PS4,18,No,2,2,6,5,45%,TR,M,11,2,18%,9.3,8.5,10.0,8.0,9.0,,0,0,0,0,0
Yara,Female,TLOU2,16,Teenager,0,0,TLOU2_Yara,Human,B,SC,No,TLOU2,The Last of Us Part II,Jun-20,,Action-adventure,Action-adventure,Naughty Dog,Sony Interactive Entertaiment,USA,PS4,18,No,2,2,6,5,45%,TR,M,11,2,18%,9.3,8.5,10.0,8.0,9.0,,0,0,0,0,0
Manny,Male,TLOU2,Adult,Adult,0,0,TLOU2_Manny,Human,B,SC,No,TLOU2,The Last of Us Part II,Jun-20,,Action-adventure,Action-adventure,Naughty Dog,Sony Interactive Entertaiment,USA,PS4,18,No,2,2,6,5,45%,TR,M,11,2,18%,9.3,8.5,10.0,8.0,9.0,,0,0,0,0,0
Owen,Male,TLOU2,23,Young adult,0,0,TLOU2_Owen,Human,B,SC,Yes,TLOU2,The Last of Us Part II,Jun-20,,Action-adventure,Action-adventure,Naughty Dog,Sony Interactive Entertaiment,USA,PS4,18,No,2,2,6,5,45%,TR,M,11,2,18%,9.3,8.5,10.0,8.0,9.0,,0,0,0,0,0
Nora,Female,TLOU2,Young adult,Young adult,0,0,TLOU2_Nora,Human,B,SC,No,TLOU2,The Last of Us Part II,Jun-20,,Action-adventure,Action-adventure,Naughty Dog,Sony Interactive Entertaiment,USA,PS4,18,No,2,2,6,5,45%,TR,M,11,2,18%,9.3,8.5,10.0,8.0,9.0,,0,0,0,0,0
Alyx,Female,HLA,19,Young adult,1,0,HLA_Alyx,Human,P,PA,No,HLA,Half-Life:Alyx,Mar-20,Half-Life,Action,FPS,Valve,Valve,USA,Computer,16,No,1,1,4,1,20%,TR,M,5,0,0%,9.3,9.0,10.0,9.0,9.3,,0,0,0,0,0
Eli Vance,Male,HLA,Middle-aged,Middle-aged,0,0,HLA_Eli,Human,P,MC,No,HLA,Half-Life:Alyx,Mar-20,Half-Life,Action,FPS,Valve,Valve,USA,Computer,16,No,1,1,4,1,20%,TR,M,5,0,0%,9.3,9.0,10.0,9.0,9.3,,0,0,0,0,0
Russell,Male,HLA,Middle-aged,Middle-aged,0,0,HLA_Russell,Human,P,SK,No,HLA,Half-Life:Alyx,Mar-20,Half-Life,Action,FPS,Valve,Valve,USA,Computer,16,No,1,1,4,1,20%,TR,M,5,0,0%,9.3,9.0,10.0,9.0,9.3,,0,0,0,0,0
Gary,Male,HLA,Unknown,Unknown,0,0,HLA_Gary,Humanoid,P,MC,No,HLA,Half-Life:Alyx,Mar-20,Half-Life,Action,FPS,Valve,Valve,USA,Computer,16,No,1,1,4,1,20%,TR,M,5,0,0%,9.3,9.0,10.0,9.0,9.3,,0,0,0,0,0
G-Man,Male,HLA,Middle-aged,Middle-aged,0,0,HLA_G-Man,Human,P,MA,No,HLA,Half-Life:Alyx,Mar-20,Half-Life,Action,FPS,Valve,Valve,USA,Computer,16,No,1,1,4,1,20%,TR,M,5,0,0%,9.3,9.0,10.0,9.0,9.3,,0,0,0,0,0
Ku,Female,OAWW,Unknown,Unknown,0,0,OAWW_Ku,Animal,P,MC,No,OAWW,Ori and the Will of the Wisps,Mar-20,,Action-adventure,Platform-adventure,Moon Studios,Xbox Game Studios,AUT,Multi,7,Non-Binary,1,1,3,5,63%,TR,M,10,1,10%,9.1,9.5,9.0,8.5,9.0,,0,0,0,0,0
Naru,Female,OAWW,Unknown,Unknown,0,0,OAWW_Naru,Creature,P,SC,No,OAWW,Ori and the Will of the Wisps,Mar-20,,Action-adventure,Platform-adventure,Moon Studios,Xbox Game Studios,AUT,Multi,7,Non-Binary,1,1,3,5,63%,TR,M,10,1,10%,9.1,9.5,9.0,8.5,9.0,,0,0,0,0,0
Ori,Non-binary,OAWW,Unknown,Unknown,1,0,OAWW_Ori,Creature,P,PA,No,OAWW,Ori and the Will of the Wisps,Mar-20,,Action-adventure,Platform-adventure,Moon Studios,Xbox Game Studios,AUT,Multi,7,Non-Binary,1,1,3,5,63%,TR,M,10,1,10%,9.1,9.5,9.0,8.5,9.0,,0,0,0,0,0
Gumo,Male,OAWW,Unknown,Unknown,0,0,OAWW_Gumo,Creature,P,SC,No,OAWW,Ori and the Will of the Wisps,Mar-20,,Action-adventure,Platform-adventure,Moon Studios,Xbox Game Studios,AUT,Multi,7,Non-Binary,1,1,3,5,63%,TR,M,10,1,10%,9.1,9.5,9.0,8.5,9.0,,0,0,0,0,0
Kwolok,Male,OAWW,Unknown,Unknown,0,0,OAWW_Kwolok,Creature,P,MC,No,OAWW,Ori and the Will of the Wisps,Mar-20,,Action-adventure,Platform-adventure,Moon Studios,Xbox Game Studios,AUT,Multi,7,Non-Binary,1,1,3,5,63%,TR,M,10,1,10%,9.1,9.5,9.0,8.5,9.0,,0,0,0,0,0
Sein,Non-binary,OAWW,Unknown,Unknown,0,0,OAWW_Sein,Animated Object,P,SK,No,OAWW,Ori and the Will of the Wisps,Mar-20,,Action-adventure,Platform-adventure,Moon Studios,Xbox Game Studios,AUT,Multi,7,Non-Binary,1,1,3,5,63%,TR,M,10,1,10%,9.1,9.5,9.0,8.5,9.0,,0,0,0,0,0
Baur,Male,OAWW,Unknown,Unknown,0,0,OAWW_Baur,Animal,P,SC,No,OAWW,Ori and the Will of the Wisps,Mar-20,,Action-adventure,Platform-adventure,Moon Studios,Xbox Game Studios,AUT,Multi,7,Non-Binary,1,1,3,5,63%,TR,M,10,1,10%,9.1,9.5,9.0,8.5,9.0,,0,0,0,0,0
Shriek,Female,OAWW,Unknown,Unknown,0,0,OAWW_Shriek,Creature,A,MA,No,OAWW,Ori and the Will of the Wisps,Mar-20,,Action-adventure,Platform-adventure,Moon Studios,Xbox Game Studios,AUT,Multi,7,Non-Binary,1,1,3,5,63%,TR,M,10,1,10%,9.1,9.5,9.0,8.5,9.0,,0,0,0,0,0
Hero,Male,DQXI,16,Teenager,1,0,DQXI_Hero,Human,P,PA,No,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8.0,8.8,9.0,8.7,,0,0,0,0,0
Rab,Male,DQXI,70,Elderly,1,0,DQXI_Rab,Human,P,MC,Opt,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8.0,8.8,9.0,8.7,,0,0,0,0,0
